;ID;Sampler;Date;Start_Time;End_Time;Mean_Time;Start_Time (Local);End_Time (Local);Mean_Time (Local);Volume;Concentration_fine;Concentration_sable;TU;coef;S;Concentration_tot;ISCO_sand_concentration_corr_g_l;ISCO_fine_concentration_corr_g_l
284;285;ISCO;25.05.2023;22:15;22:15;22:15;;;;;0.173;0.009;;;19.22222222;0.182;0.1009132;0.224168687
285;286;ISCO;26.05.2023;02:15;02:15;02:15;;;;;0.145;0.023;;;6.304347826;0.168;0.130007682;0.213733138
286;287;ISCO;26.05.2023;06:15;06:15;06:15;;;;;0.176;0.019;;;9.263157895;0.195;0.123471286;0.225211686
287;288;ISCO;26.05.2023;10:15;10:15;10:15;;;;;0.143;0.026;;;5.5;0.169;0.134383301;0.212933126
288;289;ISCO;26.05.2023;14:15;14:15;14:15;;;;;0.158;0.025;;;6.32;0.183;0.132967745;0.218745896
289;290;ISCO;26.05.2023;18:15;18:15;18:15;;;;;0.14;0.015;;;9.333333333;0.155;0.115836957;0.211717653
290;291;ISCO;26.05.2023;22:15;22:15;22:15;;;;;0.115;0.016;;;7.1875;0.131;0.117873152;0.200766347
291;292;ISCO;27.05.2023;02:15;02:15;02:15;;;;;0.089;0.009;;;9.888888889;0.098;0.1009132;0.187343143
292;293;ISCO;27.05.2023;06:15;06:15;06:15;;;;;0.1;0.009;;;11.11111111;0.109;0.1009132;0.193331447
293;294;ISCO;27.05.2023;10:15;10:15;10:15;;;;;0.135;0.014;;;9.642857143;0.149;0.113699111;0.209648915
294;295;ISCO;27.05.2023;14:15;14:15;14:15;;;;;0.132;0.013;;;10.15384615;0.145;0.111446698;0.208380685
295;296;ISCO;27.05.2023;18:15;18:15;18:15;;;;;0.119;0.007;;;17;0.126;0.094292895;0.202628337
296;297;ISCO;27.05.2023;22:15;22:15;22:15;;;;;0.087;0.006;;;14.5;0.093;0.09044891;0.186197008
297;298;ISCO;28.05.2023;02:15;02:15;02:15;;;;;0.084;0.009;;;9.333333333;0.093;0.1009132;0.184441187
298;299;ISCO;28.05.2023;06:15;06:15;06:15;;;;;0.083;0.012;;;6.916666667;0.095;0.109064004;0.183845746
299;300;ISCO;28.05.2023;10:15;10:15;10:15;;;;;0.166;0.014;;;11.85714286;0.18;0.113699111;0.22168264
300;301;ISCO;28.05.2023;14:15;14:15;14:15;;;;;0.268;0.022;;;12.18181818;0.29;0.12845666;0.252289337
301;302;ISCO;28.05.2023;18:15;18:15;18:15;;;;;0.179;0.009;;;19.88888889;0.188;0.1009132;0.226241785
302;303;ISCO;28.05.2023;22:15;22:15;22:15;;;;;0.248;0.009;;;27.55555556;0.257;0.1009132;0.247061148
303;304;ISCO;29.05.2023;02:15;02:15;02:15;;;;;0.111;0.007;;;15.85714286;0.118;0.094292895;0.198856461
304;305;ISCO;29.05.2023;06:15;06:15;06:15;;;;;0.1;0.011;;;9.090909091;0.111;0.106531619;0.193331447
305;306;ISCO;29.05.2023;10:15;10:15;10:15;;;;;0.55;0.018;;;30.55555556;0.568;0.121681927;0.306337686
306;307;ISCO;01.06.2023;05:10;05:10;05:10;03:10;03:10;03:10;;1.437;0.213;;;6.746478873;1.65;0.237118257;0.397023148
307;308;ISCO;01.06.2023;05:10;05:25;05:17;07:10;07:25;07:17;1.48;1.437;0.213;;;6.746478873;1.65;0.237118257;0.397023148
308;309;ISCO;01.06.2023;05:40;05:55;05:47;07:40;07:55;07:47;1.48;1.341;0.282;;;4.755319149;1.623;0.255781871;0.389680138
309;310;ISCO;01.06.2023;06:10;06:10;06:10;04:10;04:10;04:10;;1.366;0.253;1.396;1.16;5.399209486;1.619;0.248396254;0.39162841
310;311;ISCO;01.06.2023;06:10;06:25;06:17;08:10;08:25;08:17;1.48;1.366;0.253;;;5.399209486;1.619;0.248396254;0.39162841
311;312;ISCO;01.06.2023;06:40;06:55;06:47;08:40;08:55;08:47;1.48;1.422;0.25;;;5.688;1.672;0.247597527;0.3958999
312;313;ISCO;01.06.2023;07:10;07:10;07:10;05:10;05:10;05:10;;1.464;0.189;1.573;1.05;7.746031746;1.653;0.229586944;0.399023608
313;314;ISCO;01.06.2023;07:10;07:25;07:17;09:10;09:25;09:17;1.48;1.464;0.189;;;7.746031746;1.653;0.229586944;0.399023608
314;315;ISCO;01.06.2023;07:40;07:55;07:47;09:40;09:55;09:47;1.48;1.397;0.382;;;3.657068063;1.779;0.277625663;0.394008445
315;316;ISCO;01.06.2023;08:10;08:10;08:10;06:10;06:10;06:10;;1.561;0.314;1.588;1.18;4.97133758;1.875;0.26331373;0.40599556
316;317;ISCO;01.06.2023;08:10;08:25;08:17;10:10;10:25;10:17;1.48;1.561;0.314;;;4.97133758;1.875;0.26331373;0.40599556
317;318;ISCO;01.06.2023;08:40;08:55;08:47;10:40;10:55;10:47;1.48;1.626;0.297;;;5.474747475;1.923;0.259386126;0.41049233
318;319;ISCO;01.06.2023;09:10;09:10;09:10;07:10;07:10;07:10;;1.624;0.386;1.655;1.21;4.207253886;2.01;0.278407591;0.410355943
319;320;ISCO;01.06.2023;09:10;09:25;09:17;11:10;11:25;11:17;1.48;1.624;0.386;;;4.207253886;2.01;0.278407591;0.410355943
320;321;ISCO;01.06.2023;09:40;09:55;09:47;11:40;11:55;11:47;1.48;1.711;0.409;;;4.183374083;2.12;0.282792439;0.416178848
321;322;ISCO;01.06.2023;10:10;10:10;10:10;08:10;08:10;08:10;;1.766;0.421;1.757;1.25;4.194774347;2.187;0.285009061;0.419749309
322;323;ISCO;01.06.2023;10:10;10:25;10:17;12:10;12:25;12:17;1.48;1.766;0.421;;;4.194774347;2.187;0.285009061;0.419749309
323;324;ISCO;01.06.2023;10:40;10:55;10:47;12:40;12:55;12:47;1.48;1.828;0.4;;;4.57;2.228;0.28109861;0.423678155
324;325;ISCO;01.06.2023;12:30;12:30;12:30;;;;;1.4;0.178;;;7.865168539;1.578;0.225899829;0.394236718
325;326;ISCO;01.06.2023;14:30;14:30;14:30;;;;;1.22;0.203;;;6.009852217;1.423;0.234059585;0.379856581
326;327;ISCO;01.06.2023;16:30;16:30;16:30;;;;;1.05;0.11;;;9.545454545;1.16;0.198371157;0.364773778
327;328;ISCO;01.06.2023;18:30;18:30;18:30;;;;;0.796;0.055;;;14.47272727;0.851;0.164513078;0.338492483
328;329;ISCO;01.06.2023;20:30;20:30;20:30;;;;;0.948;0.249;;;3.807228916;1.197;0.247329731;0.354846685
329;330;ISCO;01.06.2023;22:30;22:30;22:30;;;;;0.605;0.066;;;9.166666667;0.671;0.172814175;0.314323211
330;331;ISCO;02.06.2023;00:30;00:30;00:30;;;;;0.447;0.051;;;8.764705882;0.498;0.1611931;0.289658003
331;332;ISCO;02.06.2023;02:30;02:30;02:30;;;;;0.417;0.044;;;9.477272727;0.461;0.154894046;0.284275371
332;333;ISCO;02.06.2023;04:30;04:30;04:30;;;;;0.444;0.052;;;8.538461538;0.496;0.162040436;0.289131828
333;334;ISCO;02.06.2023;06:30;06:30;06:30;;;;;0.448;0.064;;;7;0.512;0.171384323;0.289832821
334;335;ISCO;02.06.2023;08:30;08:30;08:30;;;;;0.734;0.136;;;5.397058824;0.87;0.210067084;0.331161954
335;336;ISCO;02.06.2023;10:30;10:30;10:30;;;;;0.588;0.183;;;3.213114754;0.771;0.227595827;0.311913649
336;337;ISCO;02.06.2023;12:30;12:30;12:30;;;;;0.466;0.091;;;5.120879121;0.557;0.188470628;0.29293192
337;338;ISCO;02.06.2023;14:30;14:30;14:30;;;;;0.315;0.09;;;3.5;0.405;0.187909172;0.263539884
338;339;ISCO;02.06.2023;16:30;16:30;16:30;;;;;0.247;0.07;;;3.528571429;0.317;0.175581588;0.246791773
339;340;ISCO;02.06.2023;18:30;18:30;18:30;;;;;0.223;0.052;;;4.288461538;0.275;0.162040436;0.240073826
340;341;ISCO;02.06.2023;20:30;20:30;20:30;;;;;0.342;0.062;;;5.516129032;0.404;0.16992147;0.269457049
341;342;ISCO;02.06.2023;22:30;22:30;22:30;;;;;0.256;0.072;;;3.555555556;0.328;0.176922177;0.249188096
342;343;ISCO;03.06.2023;00:30;00:30;00:30;;;;;0.215;0.07;;;3.071428571;0.285;0.175581588;0.237717353
343;344;ISCO;03.06.2023;02:30;02:30;02:30;;;;;0.194;0.073;;;2.657534247;0.267;0.177582299;0.231211253
344;345;ISCO;03.06.2023;04:30;04:30;04:30;;;;;0.175;0.061;;;2.868852459;0.236;0.169177092;0.224865472
345;346;ISCO;03.06.2023;06:30;06:30;06:30;;;;;0.186;0.05;;;3.72;0.236;0.160333548;0.228597247
346;347;ISCO;03.06.2023;08:30;08:30;08:30;;;;;0.187;0.053;;;3.528301887;0.24;0.162875959;0.228928432
347;348;ISCO;03.06.2023;10:30;10:30;10:30;;;;;0.222;0.05;;;4.44;0.272;0.160333548;0.239782677
348;349;ISCO;15.06.2023;07:42;07:42;07:42;;;;;0.278;0.115;;;2.417391304;0.393;0.200766347;0.254797167
349;350;ISCO;15.06.2023;08:42;08:42;08:42;;;;;0.376;0.175;;;2.148571429;0.551;0.224865472;0.276441486
350;351;ISCO;15.06.2023;09:42;09:42;09:42;;;;;0.536;0.221;;;2.425339367;0.757;0.239490568;0.304212457
351;352;ISCO;15.06.2023;10:42;10:42;10:42;;;;;0.614;0.261;;;2.352490421;0.875;0.25049291;0.315578902
352;353;ISCO;15.06.2023;11:42;11:42;11:42;;;;;0.654;0.228;;;2.868421053;0.882;0.241515445;0.321002558
353;354;ISCO;15.06.2023;12:42;12:42;12:42;;;;;0.608;0.248;;;2.451612903;0.856;0.247061148;0.314743281
354;355;ISCO;15.06.2023;14:15;14:15;14:15;;;;;0.643;0.137;;;4.693430657;0.78;0.210483014;0.319535757
355;356;ISCO;15.06.2023;20:15;20:15;20:15;;;;;0.614;0.203;;;3.024630542;0.817;0.234059585;0.315578902
356;357;ISCO;16.06.2023;02:15;02:15;02:15;;;;;0.436;0.137;;;3.182481752;0.573;0.210483014;0.287715893
357;358;ISCO;16.06.2023;08:15;08:15;08:15;;;;;0.345;0.103;;;3.349514563;0.448;0.194880575;0.270093204
358;359;ISCO;16.06.2023;14:15;14:15;14:15;;;;;0.333;0.117;;;2.846153846;0.45;0.201703151;0.267523812
359;360;ISCO;16.06.2023;20:15;20:15;20:15;;;;;0.218;0.071;;;3.070422535;0.289;0.176255328;0.238608414
360;361;ISCO;17.06.2023;02:15;02:15;02:15;;;;;0.177;0.038;;;4.657894737;0.215;0.148882644;0.225556467
361;362;ISCO;17.06.2023;08:15;08:15;08:15;;;;;0.346;0.077;;;4.493506494;0.423;0.180158599;0.270304358
362;363;ISCO;17.06.2023;14:15;14:15;14:15;;;;;0.313;0.042;;;7.452380952;0.355;0.152960681;0.26308705
363;364;ISCO;17.06.2023;20:15;20:15;20:15;;;;;0.176;0.031;;;5.677419355;0.207;0.140919196;0.225211686
364;365;ISCO;18.06.2023;02:15;02:15;02:15;;;;;0.125;0.026;;;4.807692308;0.151;0.134383301;0.205337469
365;366;ISCO;18.06.2023;08:15;08:15;08:15;;;;;0.096;0.024;;;4;0.12;0.13151023;0.19121226
366;367;ISCO;18.06.2023;14:15;14:15;14:15;;;;;0.094;0.014;;;6.714285714;0.108;0.113699111;0.190128412
367;368;ISCO;18.06.2023;20:15;20:15;20:15;;;;;0.105;0.02;;;5.25;0.125;0.125193159;0.195895117
368;369;ISCO;19.06.2023;02:15;02:15;02:15;;;;;0.09;0.021;;;4.285714286;0.111;0.126853283;0.187909172
369;370;ISCO;19.06.2023;08:15;08:15;08:15;;;;;0.072;0.024;;;3;0.096;0.13151023;0.176922177
370;371;ISCO;19.06.2023;14:15;14:15;14:15;;;;;0.081;0.019;;;4.263157895;0.1;0.123471286;0.182638973
371;372;ISCO;19.06.2023;20:15;20:15;20:15;;;;;0.094;0.014;;;6.714285714;0.108;0.113699111;0.190128412
372;373;ISCO;20.06.2023;02:15;02:15;02:15;;;;;0.135;0.029;;;4.655172414;0.164;0.13840442;0.209648915
373;374;ISCO;20.06.2023;08:15;08:15;08:15;;;;;0.251;0.074;;;3.391891892;0.325;0.178235851;0.247864543
374;375;ISCO;20.06.2023;14:15;14:15;14:15;;;;;0.305;0.077;;;3.961038961;0.382;0.180158599;0.261254306
375;376;ISCO;20.06.2023;20:15;20:15;20:15;;;;;0.178;0.04;;;4.45;0.218;0.150958892;0.225899829
376;377;ISCO;21.06.2023;02:15;02:15;02:15;;;;;0.152;0.047;;;3.234042553;0.199;0.157677208;0.216471272
377;378;ISCO;22.06.2023;08:15;08:15;08:15;;;;;0.456;0.149;;;3.060402685;0.605;0.215309302;0.291221214
378;379;ISCO;28.06.2023;05:00;05:00;05:00;;;;;1.669;0.175;;;9.537142857;1.844;0.224865472;0.413395468
379;380;ISCO;28.06.2023;11:15;11:15;11:15;;;;;0.73;0.031;;;23.5483871;0.761;0.140919196;0.330673714
380;381;ISCO;28.06.2023;13:15;13:15;13:15;;;;;0.424;0.038;;;11.15789474;0.462;0.148882644;0.285555995
381;382;ISCO;28.06.2023;15:15;15:15;15:15;;;;;0.253;0.026;;;9.730769231;0.279;0.134383301;0.248396254
382;383;ISCO;28.06.2023;17:15;17:15;17:15;;;;;0.193;0.018;;;10.72222222;0.211;0.121681927;0.230888857
383;384;ISCO;28.06.2023;19:15;19:15;19:15;;;;;0.153;0.011;;;13.90909091;0.164;0.106531619;0.216854874
384;385;ISCO;28.06.2023;21:15;21:15;21:15;;;;;0.132;0.014;;;9.428571429;0.146;0.113699111;0.208380685
385;386;ISCO;28.06.2023;23:15;23:15;23:15;;;;;0.111;0.009;;;12.33333333;0.12;0.1009132;0.198856461
386;387;ISCO;29.06.2023;01:15;01:15;01:15;;;;;0.092;0.011;;;8.363636364;0.103;0.106531619;0.189027597
387;388;ISCO;29.06.2023;03:15;03:15;03:15;;;;;0.088;0.01;;;8.8;0.098;0.103825134;0.186772453
388;389;ISCO;29.06.2023;05:15;05:15;05:15;;;;;0.098;0.014;;;7;0.112;0.113699111;0.192279747
389;390;ISCO;29.06.2023;07:15;07:15;07:15;;;;;0.094;0.007;;;13.42857143;0.101;0.094292895;0.190128412
390;391;ISCO;29.06.2023;09:15;09:15;09:15;;;;;0.112;0.024;;;4.666666667;0.136;0.13151023;0.199338583
391;392;ISCO;29.06.2023;11:15;11:15;11:15;;;;;0.132;0.023;;;5.739130435;0.155;0.130007682;0.208380685
392;393;ISCO;29.06.2023;13:15;13:15;13:15;;;;;0.127;0.018;;;7.055555556;0.145;0.121681927;0.206219394
393;394;ISCO;29.06.2023;15:15;15:15;15:15;;;;;0.109;0.017;;;6.411764706;0.126;0.119818453;0.197882622
394;395;ISCO;29.06.2023;17:15;17:15;17:15;;;;;0.107;0.01;;;10.7;0.117;0.103825134;0.19689565
395;396;ISCO;29.06.2023;19:15;19:15;19:15;;;;;0.099;0.007;;;14.14285714;0.106;0.094292895;0.192807535
396;397;ISCO;29.06.2023;21:15;21:15;21:15;;;;;0.096;0.013;;;7.384615385;0.109;0.111446698;0.19121226
397;398;ISCO;29.06.2023;23:15;23:15;23:15;;;;;0.09;0.011;;;8.181818182;0.101;0.106531619;0.187909172
398;399;ISCO;30.06.2023;01:15;01:15;01:15;;;;;0.148;0.024;;;6.166666667;0.172;0.13151023;0.214918185
399;400;ISCO;30.06.2023;03:15;03:15;03:15;;;;;0.38;0.062;;;6.129032258;0.442;0.16992147;0.277232456
400;401;ISCO;30.06.2023;05:15;05:15;05:15;;;;;0.401;0.062;;;6.467741935;0.463;0.16992147;0.281288179
401;402;ISCO;30.06.2023;07:15;07:15;07:15;;;;;0.317;0.028;;;11.32142857;0.345;0.137099278;0.263990623
402;403;ISCO;30.06.2023;09:15;09:15;09:15;;;;;0.48;0.044;;;10.90909091;0.524;0.154894046;0.295282449
